Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions and others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Cloud Storage,95FF-2EF5-5EA1,Multi-Region Coldline Class A Operations,DA98-061E-D589,18,count,0.00,-0.00,0.00,0.00,0.000154,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Jakarta,7C79-34BD-F61B,0.005,gibibyte,0.00,-0.00,0.00,0.00,0.000140,0.00,0%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Los Angeles (us-west2),9C35-0938-A0AE,0.041,gibibyte,0.00,-0.00,0.00,0.00,0.000138,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Dammam (me-central2),CBC0-65CF-FEB7,0.024,gibibyte,0.00,-0.00,0.00,0.00,0.000138,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Johannesburg to EMEA,329A-B687-FDF3,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000130,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Montreal,B953-DD01-ECE6,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000122,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for London (europe-west2),C44D-AEFB-B6E6,0.025,gibibyte,0.00,-0.00,0.00,0.00,0.000121,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Madrid,A3D1-34AF-3200,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000120,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Hong Kong,371B-EFC6-E5A2,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000117,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Americas,8084-E0B8-9643,0.02,gibibyte,0.00,-0.00,0.00,0.00,0.000117,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Johannesburg (africa-south1),F232-E90A-C200,0.021,gibibyte,0.00,-0.00,0.00,0.00,0.000110,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Jakarta,ADE1-E178-C617,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000109,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Mumbai,67FA-4BFE-04B0,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000104,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Zurich (europe-west6),5275-C7DF-707B,0.014,gibibyte,0.00,-0.00,0.00,0.00,0.000104,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Topics message backlog,F9EB-D3E1-ABDF,0.006,gibibyte month,0.00,-0.00,0.00,0.00,0.000088,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to London,2334-BDC8-BB4F,0.01,gibibyte,0.00,-0.00,0.00,0.00,0.000086,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Americas to EMEA,7EB3-F1EB-EC4A,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000082,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to APAC,85E5-B53B-3679,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000078,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - North America Based,D63C-EDCA-4726,0.004,gibibyte,0.00,-0.00,0.00,0.00,0.000068,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Las Vegas,ACC0-9F23-6029,0.005,gibibyte,0.00,-0.00,0.00,0.00,0.000066,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Dammam (me-central2),6B7D-4095-81E2,0.012,gibibyte,0.00,-0.00,0.00,0.00,0.000063,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Mumbai,A0D3-B605-D1C2,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000062,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Americas to APAC,094A-C58C-9FD6,0,gibibyte,0.00,-0.00,0.00,0.00,0.000060,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Jakarta,D553-ED7D-74E7,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000056,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Santiago to South America,0E9C-A5F4-5DBB,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000052,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Intercontinental from/to Oceania,DF75-E5D2-F9DB,0.009,gibibyte,0.00,-0.00,0.00,0.00,0.000051,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Sao Paulo,5E6C-8F84-0F1D,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000051,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Seoul,F768-7D3C-83C0,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000051,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Jakarta to Apac(Excluding Korea and Indonesia),13AA-71ED-4A85,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000050,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Mumbai (asia-south1),91F1-423B-CF42,0.012,gibibyte,0.00,-0.00,0.00,0.00,0.000049,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Santiago,F733-10BE-79FD,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000044,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Dammam,2B94-11D4-C780,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000043,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to EMEA,9F74-828F-9132,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000041,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Connect Data Transfer Out Americas,AFEC-8830-099C,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000041,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Finland,CB22-5D83-FB9E,0.005,gibibyte,0.00,-0.00,0.00,0.00,0.000040,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Sao Paulo,1705-7159-1994,0.006,gibibyte,0.00,-0.00,0.00,0.00,0.000036,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Connect Data Transfer Out EMEA,7175-B1A3-8454,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000035,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Internet data delivery from North America to Asia Pacific,6A7E-A057-0178,0,gibibyte,0.00,-0.00,0.00,0.00,0.000031,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Seoul,E600-FADE-52E5,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000029,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Johannesburg (africa-south1),63FE-DC58-DF68,0.007,gibibyte,0.00,-0.00,0.00,0.00,0.000028,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to APAC,96AC-AADA-81F0,0,gibibyte,0.00,-0.00,0.00,0.00,0.000027,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Americas,72F8-90AD-8752,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000023,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Seoul to South Korea,70A1-9E75-5BB1,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000021,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Frankfurt,2286-3BBC-035A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000020,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Berlin,3BAA-E1EB-8C05,0,gibibyte,0.00,-0.00,0.00,0.00,0.000018,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Montreal to Americas,D02C-D153-3B6A,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000017,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Madrid,EFDD-0A28-5372,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000017,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to Middle East,FCF4-F663-671F,0,gibibyte,0.00,-0.00,0.00,0.00,0.000015,0.00,0%
Cloud Composer,1992-3666-B975,Cloud Composer Network Inter Zone Data Transfer Out,D81A-816C-2AAA,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000014,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Zurich,4180-1DF9-5B42,0,gibibyte,0.00,-0.00,0.00,0.00,0.000013,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Idle Min-Instance CPU Allocation Time in asia-east1,5AAA-5FCF-7DA0,5.997,second,0.00,-0.00,0.00,0.00,0.000012,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Salt Lake City,40D6-DDD1-E008,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000012,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Madrid,6125-44B9-1C28,0,gibibyte,0.00,-0.00,0.00,0.00,0.000012,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Japan,EC84-8D32-B14D,0,gibibyte,0.00,-0.00,0.00,0.00,0.000012,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from APAC to Montreal,ED58-22D6-D7B8,0,gibibyte,0.00,-0.00,0.00,0.00,0.000012,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to Australia,2F2A-EFB5-F751,0,gibibyte,0.00,-0.00,0.00,0.00,0.000011,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Virginia,7A02-7B2E-FA79,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000011,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mexico to Americas,A513-C4BA-B20E,0,gibibyte,0.00,-0.00,0.00,0.00,0.000011,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Frankfurt,EB59-3230-FD98,0,gibibyte,0.00,-0.00,0.00,0.00,0.000011,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Idle Min-Instance Memory Allocation Time in asia-east1,C825-7C87-0003,5.143,gibibyte second,0.00,-0.00,0.00,0.00,0.000010,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Virginia,28EF-5B5C-4BCC,0,gibibyte,0.00,-0.00,0.00,0.00,0.000010,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Zurich,A46E-9C4D-A7A8,0,gibibyte,0.00,-0.00,0.00,0.00,0.000010,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to Australia,292B-5D52-060C,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Israel to EMEA,4805-6408-C006,0.004,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Stockholm,8B2E-6B18-2DD9,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Netherlands,A382-44AE-9A2A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Seoul,D605-86BD-C7BA,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to EMEA,4F4A-C624-B5BB,0.006,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Osaka to Apac(Excluding Korea and Indonesia),A672-AF34-7EF0,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Montreal,FB34-2716-3F76,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Warsaw,1D1A-8E88-9BED,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to Africa,B103-A797-5A01,0,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Phoenix to Americas,E338-6A25-E377,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from APAC to Australia,703B-E806-7E5B,0,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Sao Paulo,57CC-A99B-29F3,0,gibibyte,0.00,-0.00,0.00,0.00,0.000006,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Paris (europe-west9),5494-2FF9-C816,0.02,gibibyte,0.00,-0.00,0.00,0.00,0.000006,0.00,-100%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Delhi (asia-south2),D584-C594-2CF3,0.019,gibibyte,0.00,-0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Dammam,12EA-010C-5A4C,0,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Madrid,4AC3-8FF1-D577,0,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Netherlands,59D9-FC19-FF11,0,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Singapore,FE53-2840-4450,0.009,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Warsaw (europe-central2),02C8-21E2-39BB,0.017,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Networking,E505-1604-58F8,Global External Proxy Network Load Balancer Inbound Data Processing for Taiwan (asia-east1),7AB4-E0E4-8DB1,0.007,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Jakarta,6E5D-2101-EB9A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Vpn Inter Region Data Transfer Out from APAC to Virginia,84EA-49CB-2DC7,0,gibibyte,0.00,-0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Finland,B575-9123-C3BC,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Warsaw to Africa,C106-9279-B108,0,gibibyte,0.00,0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Frankfurt,05B9-F85D-3C54,0,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to London,0691-EF61-61A4,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Netherlands,0BD9-E3B2-485F,0,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Seoul to Apac(Excluding Korea and Indonesia),16D6-B598-91DA,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Cloud Storage,95FF-2EF5-5EA1,GCP Storage Data Transfer between Asia and Oceania,CDD1-6B91-FDF8,0,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Internet Data Transfer Out Intercontinental (Excl Oceania and China and Africa),FCAC-26E0-E5F5,0,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Singapore,9469-40EA-587B,0,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Finland (europe-north1),42C9-04D5-B1E5,0.115,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Toronto to EMEA,20E4-0B3A-888E,0,gibibyte,0.00,-0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Montreal,7BAA-983F-A0B4,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Paris to Africa,851C-CCA6-17F7,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Madrid to Africa,A8CD-7C5F-89F7,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Mexico,B07A-003D-13A1,0,gibibyte,0.00,-0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Santiago,EEB8-5228-332A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Salt Lake City to Americas,F961-DDD5-6A3A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000001,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from Asia Pacific to Asia Pacific,AA1D-500A-0865,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Santiago (southamerica-west1),4EB4-EDED-BC64,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Osaka (asia-northeast2),EE27-0570-9D74,0.008,gibibyte,0.00,-0.00,0.00,0.00,0.000001,0.00,0%
Cloud Natural Language,04C4-B046-D8B2,Language Detection Operations,CF21-2C32-F7E8,"419,351",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,3F16-3DB5-94D0,"1,321.98",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,4454-774D-CBF3,"1,340.96",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,5A2F-B3A3-DC52,671.983,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,637A-D444-DB85,"1,340.96",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,B33E-8F85-3790,649.997,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,BCC8-D7D9-731E,"1,334.714",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,C36D-FDFD-2A7E,18.979,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,F41D-1C88-ED69,671.983,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress AsiaPacfic to AsiaPacfic,2CB3-644D-F192,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Artifact Registry,149C-F9EC-3994,Artifact Registry Network Intra Region Egress,546B-E8F2-6FF5,"1,654.777",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Artifact Registry,149C-F9EC-3994,Artifact Registry GOOGLE-API Egress,E794-0787-45A9,0.018,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,0.676,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Requests,2DA5-55D3-E679,"27,428",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Inter Region Data Transfer Out Intercontinental (Excl Oceania),9B46-8DDB-2AC8,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Inter Region Data Transfer Out North America to North America,E262-332F-1474,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Intra Region Data Transfer,EF10-B23A-2545,0.062,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Composer,1992-3666-B975,Cloud Composer GOOGLE-API Data Transfer Out,25C6-4E91-086B,0.567,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Composer,1992-3666-B975,Cloud Composer Network Intra Zone Data Transfer Out,A867-6769-DC36,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
BigQuery,24E6-581D-38E5,Long-Term Physical Storage (us-west1),5741-6F9D-0642,0.216,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
BigQuery,24E6-581D-38E5,Active Physical Storage (us-west1),97C4-548F-9286,1.316,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Firebase Hosting,2662-232A-AC11,Storage,6B36-F770-533F,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Internet Data Transfer Out North America to North America,40B8-0628-A00F,0.047,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions GOOGLE-API Data Transfer Out,6D32-700C-60C3,0.1,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Invocations,8E10-82EB-6917,"39,317",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Network Data Transfer Out from us-central1,B068-6B82-C017,0.02,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Network Data Transfer Out from asia-east1,B5FF-3D5A-D689,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Network Data Transfer Out from asia-east2,B8F0-8A67-8D3F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) CPU Time,C024-9C10-2A5B,"6,153.8",second,0.05,-0.01,-0.05,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Intra Region Data Transfer,E0DC-C19A-D68E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
