Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions and others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Compute Engine,6F81-5844-456A,Committed Use Discount Premium for Custom Instance Ram running in Americas,135E-FEE8-C94D,"5,362.873",gibibyte hour,0.51,-0.08,0.00,0.00,0.428925,0.43,-10%
Vertex AI,C7E2-9256-1C43,Gemini 2.0 Flash Text Output - Predictions,DFB0-8442-43A8,"762,436",count,0.46,-0.06,0.00,0.00,0.393348,0.39,New
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Milan to EMEA,C202-C336-F80E,4.311,gibibyte,0.51,-0.13,0.00,0.00,0.385398,0.39,680%
Gemini API,AEFD-7695-64FA,GenerateContent output token count for Gemini 1.5 Pro when input is up to 128k tokens,07DF-2B7B-17BC,"75,010",count,0.38,0.00,0.00,0.00,0.375050,0.38,1800%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Virginia to Japan,4A1C-D708-960D,6.188,gibibyte,0.49,-0.12,0.00,0.00,0.371191,0.37,-62%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to South America,52B5-D3A7-E572,2.513,gibibyte,0.48,-0.12,0.00,0.00,0.357418,0.36,-58%
Vertex AI,C7E2-9256-1C43,PaLM Chat Bison Output - Predictions,46DD-CABB-BBB1,"809,147",count,0.40,-0.06,0.00,0.00,0.346382,0.35,-8%
Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Latin America,E141-D225-4599,4.397,gibibyte,0.40,-0.06,0.00,0.00,0.339848,0.34,0%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Flash Text Input - Predictions,C2B6-7B34-0A1B,"20,989,835",count,0.39,-0.06,0.00,0.00,0.338343,0.34,127%
Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from Asia Pacific to North America,0791-AE17-A66B,5.597,gibibyte,0.44,-0.11,0.00,0.00,0.324975,0.32,68%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Middle East,A6C3-31B5-6D26,3.727,gibibyte,0.41,-0.10,0.00,0.00,0.305635,0.31,-22%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to EMEA,D799-2DAD-49C7,4.98,gibibyte,0.39,-0.10,0.00,0.00,0.289602,0.29,-6%
Cloud Storage,95FF-2EF5-5EA1,Nearline Storage US Multi-region,9E8A-BB82-26BF,33.036,gibibyte month,0.49,-0.21,0.00,0.00,0.283607,0.28,100%
BigQuery,24E6-581D-38E5,Streaming Insert (us-west1),239C-725D-080C,"6,472.946",mebibyte,0.32,-0.05,0.00,0.00,0.277235,0.28,22%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Flash Text Output - Predictions,34CE-11E0-D24D,"4,183,536",count,0.31,-0.04,0.00,0.00,0.269713,0.27,42%
Cloud Storage,95FF-2EF5-5EA1,Regional Nearline Class B Operations,36B5-7D3A-C3EE,"291,285",count,0.29,-0.04,0.00,0.00,0.250382,0.25,9%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Iowa (us-central1),C134-B6DB-FFCB,36.633,gibibyte,0.29,-0.04,0.00,0.00,0.246024,0.25,-54%
Compute Engine,6F81-5844-456A,E2 Custom Instance Ram running in APAC,8CA7-5B88-D299,"40,690.493",gibibyte hour,144.63,-41.32,-103.09,0.00,0.217171,0.22,1000%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Asia Pacific to China,1FF6-B6D3-3D30,6.258,gibibyte,0.25,-0.04,0.00,0.00,0.214109,0.21,5%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to EMEA,AE12-2FA9-FF84,2.444,gibibyte,0.29,-0.07,0.00,0.00,0.212537,0.21,-9%
Compute Engine,6F81-5844-456A,Balanced PD Capacity in Hong Kong,6CB7-B05F-97AD,2,gibibyte month,0.22,-0.03,0.00,0.00,0.188475,0.19,0%
Cloud Composer,1992-3666-B975,Cloud Composer Database Storage (asia-east1).,3DD8-2936-2363,1.069,gibibyte month,0.21,-0.03,0.00,0.00,0.183570,0.18,-90%
Networking,E505-1604-58F8,Networking Cloud Load Balancing Features User Defined Header,4162-C0C6-016E,"306,039",count,0.21,-0.03,0.00,0.00,0.180203,0.18,-5%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to Americas,ECFE-F497-89A9,1.974,gibibyte,0.24,-0.06,0.00,0.00,0.176749,0.18,-28%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to South America,B0B5-9B07-F60F,1.203,gibibyte,0.23,-0.06,0.00,0.00,0.171284,0.17,-62%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Tokyo (asia-northeast1),4445-66EE-8E07,17.08,gibibyte,0.20,-0.03,0.00,0.00,0.167389,0.17,-6%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from APAC to EMEA,0C22-821A-D6B7,1.146,gibibyte,0.22,-0.05,0.00,0.00,0.163046,0.16,-30%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Northern Virginia (us-east4),7B50-98A7-4F1C,18.125,gibibyte,0.16,-0.02,0.00,0.00,0.140167,0.14,-18%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Northern Virginia (us-east4),691C-F431-F86A,18.183,gibibyte,0.16,-0.02,0.00,0.00,0.138819,0.14,
Cloud Storage,95FF-2EF5-5EA1,Nearline Storage US Multi-region (Early Delete),21A9-6205-2167,462.915,gibibyte day,0.23,-0.10,0.00,0.00,0.132700,0.13,New
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from APAC to APAC,F4D7-10B0-0F95,0.868,gibibyte,0.16,-0.04,0.00,0.00,0.123004,0.12,-33%
Vertex AI,C7E2-9256-1C43,Vertex Colab Storage for GCE usage - Standard Persistent Disk in us-central1,E047-AE64-1259,2.679,gibibyte month,0.13,-0.02,0.00,0.00,0.110582,0.11,New
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Finland to EMEA,366A-627A-2073,1.269,gibibyte,0.15,-0.04,0.00,0.00,0.109654,0.11,-27%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to China,0D27-F4FA-E8E0,0.589,gibibyte,0.13,-0.03,0.00,0.00,0.100601,0.10,43%
Cloud Storage,95FF-2EF5-5EA1,Download China,4980-950B-BDA6,0.531,gibibyte,0.12,-0.03,0.00,0.00,0.091455,0.09,-10%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Netherlands to EMEA,EF9D-7A2D-D06F,0.93,gibibyte,0.11,-0.03,0.00,0.00,0.079997,0.08,-75%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Singapore (asia-southeast1),17FF-00DE-2217,9.671,gibibyte,0.08,-0.01,0.00,0.00,0.072554,0.07,-98%
Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - EMEA Based,F603-6008-38E5,1.818,gibibyte,0.08,-0.01,0.00,0.00,0.068682,0.07,0%
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Asia Pacific to North America,5BF5-89FD-11AB,1.947,gibibyte,0.08,-0.01,0.00,0.00,0.066035,0.07,17%
Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,"34,412",count,0.07,-0.01,0.00,0.00,0.060878,0.06,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Virginia to Hong Kong,75ED-4FBA-D56D,0.972,gibibyte,0.08,-0.02,0.00,0.00,0.058297,0.06,500%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to EMEA,50C3-A4C8-25F6,0.63,gibibyte,0.07,-0.02,0.00,0.00,0.055926,0.06,-40%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Toronto to Americas,85F0-FB41-1D81,0.631,gibibyte,0.07,-0.02,0.00,0.00,0.055699,0.06,-78%
Cloud Run,152E-C115-5142,CPU Allocation Time (Jobs) in us-central1,257B-2A84-3396,"3,554.624",second,0.06,-0.01,0.00,0.00,0.055020,0.06,-77%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Sydney to Australia,65C5-505D-97C1,0.384,gibibyte,0.07,-0.02,0.00,0.00,0.054312,0.05,-90%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Memory Allocation Time in asia-east1,F7FB-D52D-9477,"26,933.95",gibibyte second,0.07,-0.01,-0.01,0.00,0.051105,0.05,0%
Cloud Composer,1992-3666-B975,Cloud Composer Compute Storage (asia-east1),5696-83F1-D421,297.477,gibibyte hour,0.06,-0.01,0.00,0.00,0.051060,0.05,-90%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Americas,695F-F3F7-6A44,0.831,gibibyte,0.06,-0.02,0.00,0.00,0.047785,0.05,0%
Vertex AI,C7E2-9256-1C43,Metadata storage,AEEB-1CC1-1A3A,0.005,gibibyte month,0.05,-0.01,0.00,0.00,0.043885,0.04,100%
Cloud Run,152E-C115-5142,Memory Allocation Time (Jobs) in asia-east1,C6C8-2DBE-9801,"21,628.53",gibibyte second,0.04,-0.01,0.00,0.00,0.037042,0.04,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to EMEA,E7A9-CA47-A3E3,0.445,gibibyte,0.05,-0.01,0.00,0.00,0.035704,0.04,-78%
Compute Engine,6F81-5844-456A,Network Vpn Internet Data Transfer Out from APAC to APAC,5DBC-06D5-9D09,0.31,gibibyte,0.04,-0.01,0.00,0.00,0.030725,0.03,0%
Compute Engine,6F81-5844-456A,Network Vpn Internet Data Transfer Out from Americas to Americas,1CA6-4113-9509,0.31,gibibyte,0.04,-0.01,0.00,0.00,0.030684,0.03,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Los Angeles to Australia,6705-13F0-2D9B,0.197,gibibyte,0.04,-0.01,0.00,0.00,0.028010,0.03,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from APAC to Middle East,FFFF-B27D-95FA,0.244,gibibyte,0.04,-0.01,0.00,0.00,0.026625,0.03,0%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN North America Intra-Region Cache Fill,80E7-B02A-1CAD,2.745,gibibyte,0.03,-0.00,0.00,0.00,0.023428,0.02,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Subscriptions retained acknowledged messages,3C0B-A83B-E6EE,0.11,gibibyte month,0.03,-0.00,0.00,0.00,0.022778,0.02,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to EMEA,5B70-B2D6-B4FC,0.242,gibibyte,0.03,-0.01,0.00,0.00,0.021314,0.02,-33%
Cloud Storage,95FF-2EF5-5EA1,Standard Storage Hong Kong,01C0-1EAA-23AD,1.02,gibibyte month,0.02,-0.00,0.00,0.00,0.020090,0.02,0%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to Oceania,80E8-7294-105A,0.552,gibibyte,0.02,-0.00,0.00,0.00,0.018933,0.02,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Madrid to EMEA,E4C0-5913-6857,0.22,gibibyte,0.03,-0.01,0.00,0.00,0.018860,0.02,100%
Cloud Storage,95FF-2EF5-5EA1,Archive Storage Taiwan,9286-70EF-58B5,14.607,gibibyte month,0.02,-0.00,0.00,0.00,0.018612,0.02,-71%
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Asia Pacific to Europe,F186-07B2-96CB,0.554,gibibyte,0.02,-0.00,0.00,0.00,0.018546,0.02,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from APAC to Americas,2F6B-7719-5E0E,0.122,gibibyte,0.02,-0.01,0.00,0.00,0.016880,0.02,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from APAC to China,6888-19AF-73E7,0.117,gibibyte,0.02,-0.01,0.00,0.00,0.016440,0.02,100%
Vertex AI,C7E2-9256-1C43,Gemini 1.5 Flash Text Output (Long) - Predictions,97DD-2ACF-2979,"125,870",count,0.02,-0.00,0.00,0.00,0.016226,0.02,100%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Turin to EMEA,E47C-981C-BB66,0.134,gibibyte,0.02,0.00,0.00,0.00,0.015701,0.02,
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for South Carolina (us-east1),6A71-CA15-8BAD,1.976,gibibyte,0.02,-0.00,0.00,0.00,0.013467,0.01,-75%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Belgium to Apac(Excluding Korea and Indonesia),6AA7-5747-901F,0.13,gibibyte,0.02,-0.00,0.00,0.00,0.011548,0.01,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Warsaw to EMEA,BFC9-7EFC-759A,0.153,gibibyte,0.01,-0.00,0.00,0.00,0.010788,0.01,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Osaka,357F-FB68-D913,0.171,gibibyte,0.01,-0.00,0.00,0.00,0.010008,0.01,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Sao Paulo to South America,7893-6DB3-A27F,0.069,gibibyte,0.01,-0.00,0.00,0.00,0.009598,0.01,0%
Cloud Storage,95FF-2EF5-5EA1,GCP Storage Data Transfer between Europe and Asia,EF0A-B3BA-32CA,0.15,gibibyte,0.01,-0.00,0.00,0.00,0.009008,0.01,0%
Cloud Storage,95FF-2EF5-5EA1,Standard Storage Frankfurt,F272-7933-F065,0.447,gibibyte month,0.01,-0.00,0.00,0.00,0.008800,0.01,0%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to Europe,A6BD-E69F-4F97,0.255,gibibyte,0.01,-0.00,0.00,0.00,0.008752,0.01,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Milan (europe-west8),C885-1B3A-BF6C,1.072,gibibyte,0.01,-0.00,0.00,0.00,0.008496,0.01,
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Asia Pacific to Oceania,19F2-A4F7-25A7,0.244,gibibyte,0.01,-0.00,0.00,0.00,0.008227,0.01,0%
Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Inbound Data Processing for Tokyo (asia-northeast1),886D-9AF4-4CA0,0.823,gibibyte,0.01,-0.00,0.00,0.00,0.008195,0.01,0%
Vertex AI,C7E2-9256-1C43,Imagen for Upscaling (output),DFBC-8DD8-E13A,3,count,0.01,-0.00,0.00,0.00,0.007740,0.01,New
Cloud Run,152E-C115-5142,Memory Allocation Time (Jobs) in us-central1,8A79-9F45-5F32,"3,554.624",gibibyte second,0.01,-0.00,0.00,0.00,0.006108,0.01,-67%
Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Inbound Data Processing for Northern Virginia (us-east4),3260-8263-41F5,0.775,gibibyte,0.01,-0.00,0.00,0.00,0.005756,0.01,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to Apac(Excluding Korea and Indonesia),95E2-380C-BFFC,0.075,gibibyte,0.01,-0.00,0.00,0.00,0.005686,0.01,0%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to China,85E4-9644-93A7,0.163,gibibyte,0.01,-0.00,0.00,0.00,0.005598,0.01,0%
Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Inbound Data Processing for Hong Kong (asia-east2),C2D4-9C2E-D424,0.771,gibibyte,0.01,-0.00,0.00,0.00,0.005570,0.01,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Paris to EMEA,5707-CE6A-1B90,0.09,gibibyte,0.01,-0.00,0.00,0.00,0.005472,0.01,-97%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Stockholm to EMEA,7BDE-8022-8F2B,0.08,gibibyte,0.01,-0.00,0.00,0.00,0.004440,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from London to EMEA,670F-6189-F587,0.073,gibibyte,0.01,-0.00,0.00,0.00,0.004400,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Americas,4EA8-4296-E5E2,0.122,gibibyte,0.01,-0.00,0.00,0.00,0.004379,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to Australia,DE65-1B8D-02C8,0.031,gibibyte,0.01,-0.00,0.00,0.00,0.004353,0.00,-100%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to London,AC6F-9614-3637,0.105,gibibyte,0.01,-0.00,0.00,0.00,0.004344,0.00,0%
Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Belgium (europe-west1),1387-E4AF-2B26,0.655,gibibyte,0.01,-0.00,0.00,0.00,0.004322,0.00,-100%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Columbus,409E-D87A-8E60,0.07,gibibyte,0.01,-0.00,0.00,0.00,0.004160,0.00,-100%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Hong Kong to Americas,C957-B32D-5BC2,0.086,gibibyte,0.01,-0.00,0.00,0.00,0.004038,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Internet Data Transfer Out AsiaPacific to AsiaPacific,BC0B-0B6C-D91A,0.041,gibibyte,0.00,-0.00,0.00,0.00,0.003563,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Dammam to Middle East,04FC-2F11-EF1C,0.023,gibibyte,0.00,-0.00,0.00,0.00,0.002823,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to APAC,394E-F9FB-7102,0.039,gibibyte,0.00,-0.00,0.00,0.00,0.002282,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Seoul,A9B0-A282-A0ED,0.036,gibibyte,0.00,-0.00,0.00,0.00,0.002056,0.00,0%
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Asia Pacific to China,8481-10A8-A4B7,0.058,gibibyte,0.00,-0.00,0.00,0.00,0.001943,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Johannesburg to Africa,6796-9E53-E9A4,0.02,gibibyte,0.00,-0.00,0.00,0.00,0.001782,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Israel to Middle East,280F-5E32-0A42,0.037,gibibyte,0.00,-0.00,0.00,0.00,0.001722,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Zurich to EMEA,E0D2-115E-6B2A,0.031,gibibyte,0.00,-0.00,0.00,0.00,0.001714,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Jakarta,EBFD-2498-8EA9,0.039,gibibyte,0.00,-0.00,0.00,0.00,0.001621,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Americas to Americas,238B-D94B-7243,0.012,gibibyte,0.00,-0.00,0.00,0.00,0.001453,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Dammam to EMEA,18DD-C13C-3708,0.012,gibibyte,0.00,-0.00,0.00,0.00,0.001396,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to China,D227-97EC-A38C,0.008,gibibyte,0.00,-0.00,0.00,0.00,0.001335,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Mumbai,FEF8-370E-4A22,0.026,gibibyte,0.00,-0.00,0.00,0.00,0.001317,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Turin (europe-west12),65D4-2C5C-7D6E,0.135,gibibyte,0.00,0.00,0.00,0.00,0.001278,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Netherlands (europe-west4),EEF0-812C-FB62,0.245,gibibyte,0.00,-0.00,0.00,0.00,0.001264,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Delhi to Apac(Excluding Korea and Indonesia),3279-15A3-4278,0.025,gibibyte,0.00,-0.00,0.00,0.00,0.001216,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Virginia to EMEA,B290-3774-A052,0.015,gibibyte,0.00,-0.00,0.00,0.00,0.001210,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to Africa,0B1B-DA97-7C55,0.01,gibibyte,0.00,-0.00,0.00,0.00,0.001160,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Sydney,69E6-83AE-24F4,0.016,gibibyte,0.00,-0.00,0.00,0.00,0.001141,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Los Angeles,00EA-CCDD-9909,0.022,gibibyte,0.00,-0.00,0.00,0.00,0.001081,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Salt Lake City,EC50-0E7C-E31A,0.018,gibibyte,0.00,-0.00,0.00,0.00,0.001048,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Finland,B634-22B1-7AAB,0.032,gibibyte,0.00,-0.00,0.00,0.00,0.001047,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Toronto (northamerica-northeast2),F468-ACDC-268D,0.15,gibibyte,0.00,-0.00,0.00,0.00,0.000958,0.00,-100%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Frankfurt (europe-west3),A7C2-BF54-1B4B,0.164,gibibyte,0.00,-0.00,0.00,0.00,0.000909,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to EMEA,578E-43CB-3288,0.007,gibibyte,0.00,-0.00,0.00,0.00,0.000864,0.00,0%
Cloud Storage,95FF-2EF5-5EA1,Multi-Region Nearline Class A Operations,C31D-D5AC-885F,85,count,0.00,-0.00,0.00,0.00,0.000729,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Sydney (australia-southeast1),7153-D75A-B5F2,0.076,gibibyte,0.00,-0.00,0.00,0.00,0.000700,0.00,-100%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Zurich,D041-B8A1-6E0B,0.017,gibibyte,0.00,-0.00,0.00,0.00,0.000657,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Doha,2D47-E7B1-C55D,0.008,gibibyte,0.00,-0.00,0.00,0.00,0.000650,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Frankfurt,8090-92CC-A552,0.012,gibibyte,0.00,-0.00,0.00,0.00,0.000642,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Netherlands,B0E6-AE81-1D8D,0.013,gibibyte,0.00,-0.00,0.00,0.00,0.000583,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to EMEA,77FA-B1DB-31D7,0.009,gibibyte,0.00,-0.00,0.00,0.00,0.000550,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Hong Kong to South America,E87E-539C-41C4,0.004,gibibyte,0.00,-0.00,0.00,0.00,0.000549,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Day0 (Alabama) (us-east7),0287-FB56-BE0C,0.08,gibibyte,0.00,-0.00,0.00,0.00,0.000527,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Dallas,17A1-C66E-C8C3,0.009,gibibyte,0.00,-0.00,0.00,0.00,0.000495,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to South America,3D1A-C30D-01E9,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000474,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Madrid (europe-southwest1),32B2-9911-11DC,0.061,gibibyte,0.00,-0.00,0.00,0.00,0.000437,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Turin (europe-west12),9DB8-72ED-AF1D,0.047,gibibyte,0.00,0.00,0.00,0.00,0.000436,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Virginia,C863-37DA-506E,0.072,gibibyte,0.00,-0.00,0.00,0.00,0.000420,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Toronto,1794-54A0-E3E7,0.007,gibibyte,0.00,-0.00,0.00,0.00,0.000381,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Singapore to Americas,2DF7-CD55-4181,0.005,gibibyte,0.00,-0.00,0.00,0.00,0.000378,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Las Vegas,4672-5503-C3AB,0.007,gibibyte,0.00,-0.00,0.00,0.00,0.000375,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from APAC to Paris,0B06-3D2E-9BA7,0.006,gibibyte,0.00,-0.00,0.00,0.00,0.000323,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to Africa,CC82-2885-A759,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000256,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to Australia,D639-5F3E-35CD,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000227,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Message Delivery to BigQuery,FCD2-1531-9A6F,0,tebibyte,0.00,-0.00,0.00,0.00,0.000223,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Inter Region Data Transfer Out AsiaPacific to AsiaPacific,12C5-F119-5204,0.006,gibibyte,0.00,-0.00,0.00,0.00,0.000196,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Hong Kong to Seoul,E39D-C4C5-99FD,0.003,gibibyte,0.00,-0.00,0.00,0.00,0.000187,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Japan to Middle East,017C-922F-E5A6,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000185,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for São Paulo (southamerica-east1),C955-1B6C-2CDA,0.022,gibibyte,0.00,-0.00,0.00,0.00,0.000184,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to APAC,4745-5707-9B6E,0.004,gibibyte,0.00,-0.00,0.00,0.00,0.000179,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Osaka to EMEA,6FEF-48A5-B8AD,0.008,gibibyte,0.00,-0.00,0.00,0.00,0.000179,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Jakarta to Indonesia,8827-24AC-FFAC,0.005,gibibyte,0.00,-0.00,0.00,0.00,0.000164,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Internet data delivery from Asia Pacific to Asia Pacific,F315-C467-F954,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000161,0.00,0%
Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to Americas,E722-33F4-8A43,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000157,0.00,0%
